,id,guidislink,link,title,title_detail,links,updated,updated_parsed,summary,summary_detail,content,authors,author_detail,href,author,tags
0,https://www.lanacion.com.ar/espectaculos/luciana-salazar-conto-tiene-tres-fuentes-informacion-nid2284476,True,https://www.lanacion.com.ar/espectaculos/luciana-salazar-conto-tiene-tres-fuentes-informacion-nid2284476,"Luciana Salazar contó que tiene ""tres fuentes"" que le dan información sobre política y el Gobierno","{'type': 'text/plain', 'language': None, 'base': 'http://contenidos.lanacion.com.ar/herramientas/rss-origen=2', 'value': 'Luciana Salazar contó que tiene ""tres fuentes"" que le dan información sobre política y el Gobierno'}","[{'href': 'https://www.lanacion.com.ar/espectaculos/luciana-salazar-conto-tiene-tres-fuentes-informacion-nid2284476', 'rel': 'alternate', 'type': 'text/html'}]",2019-09-04T14:03:00-03:00,"time.struct_time(tm_year=2019, tm_mon=9, tm_mday=4, tm_hour=17, tm_min=3, tm_sec=0, tm_wday=2, tm_yday=247, tm_isdst=0)",,"{'type': 'text/plain', 'language': None, 'base': 'http://contenidos.lanacion.com.ar/herramientas/rss-origen=2', 'value': ''}","[{'type': 'application/xhtml+xml', 'language': None, 'base': 'http://contenidos.lanacion.com.ar/herramientas/rss-origen=2', 'value': 'La modelo Luciana Salazar que en los últimos meses publicó información política, e inclusive anticipó el resultado de las PASO a través de sus redes sociales, contó que tiene tres fuentes de información que le detallan los pormenores de lo que ocurre en la Casa Rosada.<br></br>'}]","[{'name': 'lanacion.com', 'href': 'https://www.lanacion.com.ar', 'email': 'noreply@lanacionline.com.ar'}]","{'name': 'lanacion.com', 'href': 'https://www.lanacion.com.ar', 'email': 'noreply@lanacionline.com.ar'}",https://www.lanacion.com.ar,lanacion.com (noreply@lanacionline.com.ar),
1,https://www.lanacion.com.ar/economia/exportacion-invisible-el-rubro-estrella-argentina-es-nid2284514,True,https://www.lanacion.com.ar/economia/exportacion-invisible-el-rubro-estrella-argentina-es-nid2284514,Exportación invisible. El rubro estrella en el que la Argentina es talento global,"{'type': 'text/plain', 'language': None, 'base': 'http://contenidos.lanacion.com.ar/herramientas/rss-origen=2', 'value': 'Exportación invisible. El rubro estrella en el que la Argentina es talento global'}","[{'href': 'https://www.lanacion.com.ar/economia/exportacion-invisible-el-rubro-estrella-argentina-es-nid2284514', 'rel': 'alternate', 'type': 'text/html'}]",2019-09-04T13:51:00-03:00,"time.struct_time(tm_year=2019, tm_mon=9, tm_mday=4, tm_hour=16, tm_min=51, tm_sec=0, tm_wday=2, tm_yday=247, tm_isdst=0)",,"{'type': 'text/plain', 'language': None, 'base': 'http://contenidos.lanacion.com.ar/herramientas/rss-origen=2', 'value': ''}","[{'type': 'application/xhtml+xml', 'language': None, 'base': 'http://contenidos.lanacion.com.ar/herramientas/rss-origen=2', 'value': '¿Qué es más importante que Vaca Muerta, la soja y todos los recursos naturales juntos de Argentina? La economía del conocimiento. O por lo menos así lo cree Luis Galeazzi, director ejecutivo en Argencon.<br></br><img src=""https://bucket1.glanacion.com/anexos/fotos/64/3091964w346.jpg""></img>'}]","[{'name': 'lanacion.com', 'href': 'https://www.lanacion.com.ar', 'email': 'noreply@lanacionline.com.ar'}]","{'name': 'lanacion.com', 'href': 'https://www.lanacion.com.ar', 'email': 'noreply@lanacionline.com.ar'}",https://www.lanacion.com.ar,lanacion.com (noreply@lanacionline.com.ar),
2,https://www.lanacion.com.ar/espectaculos/debora-bello-se-metio-pelea-diego-torres-nid2284516,True,https://www.lanacion.com.ar/espectaculos/debora-bello-se-metio-pelea-diego-torres-nid2284516,"Débora Bello se metió en la pelea entre Diego Torres y Coti por ""Color Esperanza""","{'type': 'text/plain', 'language': None, 'base': 'http://contenidos.lanacion.com.ar/herramientas/rss-origen=2', 'value': 'Débora Bello se metió en la pelea entre Diego Torres y Coti por ""Color Esperanza""'}","[{'href': 'https://www.lanacion.com.ar/espectaculos/debora-bello-se-metio-pelea-diego-torres-nid2284516', 'rel': 'alternate', 'type': 'text/html'}]",2019-09-04T13:44:00-03:00,"time.struct_time(tm_year=2019, tm_mon=9, tm_mday=4, tm_hour=16, tm_min=44, tm_sec=0, tm_wday=2, tm_yday=247, tm_isdst=0)",,"{'type': 'text/plain', 'language': None, 'base': 'http://contenidos.lanacion.com.ar/herramientas/rss-origen=2', 'value': ''}","[{'type': 'application/xhtml+xml', 'language': None, 'base': 'http://contenidos.lanacion.com.ar/herramientas/rss-origen=2', 'value': 'En los últimos días, Coti Sorokin utilizó las redes sociales para hacer un descargo contra Diego Torres.<br></br>'}]","[{'name': 'lanacion.com', 'href': 'https://www.lanacion.com.ar', 'email': 'noreply@lanacionline.com.ar'}]","{'name': 'lanacion.com', 'href': 'https://www.lanacion.com.ar', 'email': 'noreply@lanacionline.com.ar'}",https://www.lanacion.com.ar,lanacion.com (noreply@lanacionline.com.ar),
3,https://www.lanacion.com.ar/economia/campo/retrocedio-26-precio-hacienda-mercado-liniers-nid2284513,True,https://www.lanacion.com.ar/economia/campo/retrocedio-26-precio-hacienda-mercado-liniers-nid2284513,"Retrocedió un 2,6% el precio de la hacienda en el Mercado de Liniers","{'type': 'text/plain', 'language': None, 'base': 'http://contenidos.lanacion.com.ar/herramientas/rss-origen=2', 'value': 'Retrocedió un 2,6% el precio de la hacienda en el Mercado de Liniers'}","[{'href': 'https://www.lanacion.com.ar/economia/campo/retrocedio-26-precio-hacienda-mercado-liniers-nid2284513', 'rel': 'alternate', 'type': 'text/html'}]",2019-09-04T13:37:00-03:00,"time.struct_time(tm_year=2019, tm_mon=9, tm_mday=4, tm_hour=16, tm_min=37, tm_sec=0, tm_wday=2, tm_yday=247, tm_isdst=0)",,"{'type': 'text/plain', 'language': None, 'base': 'http://contenidos.lanacion.com.ar/herramientas/rss-origen=2', 'value': ''}","[{'type': 'application/xhtml+xml', 'language': None, 'base': 'http://contenidos.lanacion.com.ar/herramientas/rss-origen=2', 'value': 'La tercera jornada de negocios de la semana en el Mercado de Liniers se concretó hoy con un ingreso habitual, dado que de 243 camiones fueron descargadas 8928 cabezas. Los remates se desarrollaron con demanda selectiva para todas las haciendas expuestas y los precios perdieron buena parte de lo ganado en la rueda del martes. En efecto, el Índice General, integrado por los valores de todas las categorías y clasificaciones, retrocedió un 2,60%, al pasar de 63,287 a 61,639 pesos por kilo<br></br><img src=""https://bucket1.glanacion.com/anexos/fotos/92/3070592w346.jpg""></img>'}]","[{'name': 'lanacion.com', 'href': 'https://www.lanacion.com.ar', 'email': 'noreply@lanacionline.com.ar'}]","{'name': 'lanacion.com', 'href': 'https://www.lanacion.com.ar', 'email': 'noreply@lanacionline.com.ar'}",https://www.lanacion.com.ar,lanacion.com (noreply@lanacionline.com.ar),"[{'term': 'Campo', 'scheme': None, 'label': None}]"
4,https://www.lanacion.com.ar/espectaculos/television/tras-versiones-romance-sol-perez-guillermo-marin-nid2284502,True,https://www.lanacion.com.ar/espectaculos/television/tras-versiones-romance-sol-perez-guillermo-marin-nid2284502,"Valeria Archimó, tras las versiones de romance entre Sol Pérez y Guillermo Marín: “El rumor me generó dudas”","{'type': 'text/plain', 'language': None, 'base': 'http://contenidos.lanacion.com.ar/herramientas/rss-origen=2', 'value': 'Valeria Archimó, tras las versiones de romance entre Sol Pérez y Guillermo Marín: “El rumor me generó dudas”'}","[{'href': 'https://www.lanacion.com.ar/espectaculos/television/tras-versiones-romance-sol-perez-guillermo-marin-nid2284502', 'rel': 'alternate', 'type': 'text/html'}]",2019-09-04T13:26:00-03:00,"time.struct_time(tm_year=2019, tm_mon=9, tm_mday=4, tm_hour=16, tm_min=26, tm_sec=0, tm_wday=2, tm_yday=247, tm_isdst=0)",,"{'type': 'text/plain', 'language': None, 'base': 'http://contenidos.lanacion.com.ar/herramientas/rss-origen=2', 'value': ''}","[{'type': 'application/xhtml+xml', 'language': None, 'base': 'http://contenidos.lanacion.com.ar/herramientas/rss-origen=2', 'value': 'Era la voz que faltaba: tras los rumores de romance entre Sol Pérez y su ex, Guillermo Marín, Valeria Archimó rompió el silencio.<br></br><img src=""https://bucket1.glanacion.com/anexos/fotos/27/3073327w346.jpg""></img>'}]","[{'name': 'lanacion.com', 'href': 'https://www.lanacion.com.ar', 'email': 'noreply@lanacionline.com.ar'}]","{'name': 'lanacion.com', 'href': 'https://www.lanacion.com.ar', 'email': 'noreply@lanacionline.com.ar'}",https://www.lanacion.com.ar,lanacion.com (noreply@lanacionline.com.ar),"[{'term': 'Televisión', 'scheme': None, 'label': None}]"
5,https://www.lanacion.com.ar/politica/macri-reunio-sus-diputados-les-pidio-respalden-nid2284504,True,https://www.lanacion.com.ar/politica/macri-reunio-sus-diputados-les-pidio-respalden-nid2284504,"Macri reunió a sus diputados y les pidió que ""respalden"" las medidas de Lacunza","{'type': 'text/plain', 'language': None, 'base': 'http://contenidos.lanacion.com.ar/herramientas/rss-origen=2', 'value': 'Macri reunió a sus diputados y les pidió que ""respalden"" las medidas de Lacunza'}","[{'href': 'https://www.lanacion.com.ar/politica/macri-reunio-sus-diputados-les-pidio-respalden-nid2284504', 'rel': 'alternate', 'type': 'text/html'}]",2019-09-04T13:25:00-03:00,"time.struct_time(tm_year=2019, tm_mon=9, tm_mday=4, tm_hour=16, tm_min=25, tm_sec=0, tm_wday=2, tm_yday=247, tm_isdst=0)",,"{'type': 'text/plain', 'language': None, 'base': 'http://contenidos.lanacion.com.ar/herramientas/rss-origen=2', 'value': ''}","[{'type': 'application/xhtml+xml', 'language': None, 'base': 'http://contenidos.lanacion.com.ar/herramientas/rss-origen=2', 'value': 'Catarsis. Explicaciones sobre las decisiones tomadas al calor de la crisis. Pedido de apoyo.<br></br>'}]","[{'name': 'lanacion.com', 'href': 'https://www.lanacion.com.ar', 'email': 'noreply@lanacionline.com.ar'}]","{'name': 'lanacion.com', 'href': 'https://www.lanacion.com.ar', 'email': 'noreply@lanacionline.com.ar'}",https://www.lanacion.com.ar,lanacion.com (noreply@lanacionline.com.ar),
6,https://www.lanacion.com.ar/sociedad/condenan-25-anos-prision-oscar-pardini-quien-nid2284455,True,https://www.lanacion.com.ar/sociedad/condenan-25-anos-prision-oscar-pardini-quien-nid2284455,"Condenan a 25 años de prisión a Oscar Pardini, quien abusó sexualmente de sus cuatro hijos durante dos décadas","{'type': 'text/plain', 'language': None, 'base': 'http://contenidos.lanacion.com.ar/herramientas/rss-origen=2', 'value': 'Condenan a 25 años de prisión a Oscar Pardini, quien abusó sexualmente de sus cuatro hijos durante dos décadas'}","[{'href': 'https://www.lanacion.com.ar/sociedad/condenan-25-anos-prision-oscar-pardini-quien-nid2284455', 'rel': 'alternate', 'type': 'text/html'}]",2019-09-04T13:15:00-03:00,"time.struct_time(tm_year=2019, tm_mon=9, tm_mday=4, tm_hour=16, tm_min=15, tm_sec=0, tm_wday=2, tm_yday=247, tm_isdst=0)",,"{'type': 'text/plain', 'language': None, 'base': 'http://contenidos.lanacion.com.ar/herramientas/rss-origen=2', 'value': ''}","[{'type': 'application/xhtml+xml', 'language': None, 'base': 'http://contenidos.lanacion.com.ar/herramientas/rss-origen=2', 'value': 'El tribunal de la localidad santafesina de Casilda declaró ayer culpable a Oscar Pardini, de 59 años, de abuso sexual con acceso carnal y gravemente ultrajante agravado por el vínculo y por la convivencia con cuatro menores de edad. Lo condenó a 25 años de prisión. Pardini era ministro de la eucaristía en la iglesia local. Y durante dos décadas abusó sexual y fisicamente de sus cuatro hijos.<br></br>'}]","[{'name': 'lanacion.com', 'href': 'https://www.lanacion.com.ar', 'email': 'noreply@lanacionline.com.ar'}]","{'name': 'lanacion.com', 'href': 'https://www.lanacion.com.ar', 'email': 'noreply@lanacionline.com.ar'}",https://www.lanacion.com.ar,lanacion.com (noreply@lanacionline.com.ar),
7,https://www.lanacion.com.ar/economia/macri-aea-nid2284497,True,https://www.lanacion.com.ar/economia/macri-aea-nid2284497,"Macri en AEA: ""Son medidas que no nos gustan y que solo se justifican en la emergencia""","{'type': 'text/plain', 'language': None, 'base': 'http://contenidos.lanacion.com.ar/herramientas/rss-origen=2', 'value': 'Macri en AEA: ""Son medidas que no nos gustan y que solo se justifican en la emergencia""'}","[{'href': 'https://www.lanacion.com.ar/economia/macri-aea-nid2284497', 'rel': 'alternate', 'type': 'text/html'}]",2019-09-04T13:08:00-03:00,"time.struct_time(tm_year=2019, tm_mon=9, tm_mday=4, tm_hour=16, tm_min=8, tm_sec=0, tm_wday=2, tm_yday=247, tm_isdst=0)",,"{'type': 'text/plain', 'language': None, 'base': 'http://contenidos.lanacion.com.ar/herramientas/rss-origen=2', 'value': ''}","[{'type': 'application/xhtml+xml', 'language': None, 'base': 'http://contenidos.lanacion.com.ar/herramientas/rss-origen=2', 'value': 'El presidente, Mauricio Macri, cerró la IV jornada de la Asociación Empresaria Argentina (AEA), que se desarrolla hoy en el Hotel Sheraton de Retiro. Habló sobre la inestabilidad post PASO y admitió los errores: ""Hemos cometido errores y dado pronósticos que no se cumplieron"".<br></br><img src=""https://bucket1.glanacion.com/anexos/fotos/10/3092110w346.jpg""></img>'}]","[{'name': 'lanacion.com', 'href': 'https://www.lanacion.com.ar', 'email': 'noreply@lanacionline.com.ar'}]","{'name': 'lanacion.com', 'href': 'https://www.lanacion.com.ar', 'email': 'noreply@lanacionline.com.ar'}",https://www.lanacion.com.ar,lanacion.com (noreply@lanacionline.com.ar),
8,https://www.lanacion.com.ar/politica/lavagna-mostrara-predisposicion-favorable-al-proyecto-ley-nid2284503,True,https://www.lanacion.com.ar/politica/lavagna-mostrara-predisposicion-favorable-al-proyecto-ley-nid2284503,Roberto Lavagna avalaría el proyecto oficial para renegociar la deuda,"{'type': 'text/plain', 'language': None, 'base': 'http://contenidos.lanacion.com.ar/herramientas/rss-origen=2', 'value': 'Roberto Lavagna avalaría el proyecto oficial para renegociar la deuda'}","[{'href': 'https://www.lanacion.com.ar/politica/lavagna-mostrara-predisposicion-favorable-al-proyecto-ley-nid2284503', 'rel': 'alternate', 'type': 'text/html'}]",2019-09-04T13:03:00-03:00,"time.struct_time(tm_year=2019, tm_mon=9, tm_mday=4, tm_hour=16, tm_min=3, tm_sec=0, tm_wday=2, tm_yday=247, tm_isdst=0)",,"{'type': 'text/plain', 'language': None, 'base': 'http://contenidos.lanacion.com.ar/herramientas/rss-origen=2', 'value': ''}","[{'type': 'application/xhtml+xml', 'language': None, 'base': 'http://contenidos.lanacion.com.ar/herramientas/rss-origen=2', 'value': 'En una semana de replanteo de estrategia antes de retomar la campaña formal el sábado próximo con miras a las elecciones del 27 de octubre, el candidato presidencial de Consenso Federal, Roberto Lavagna, se propuso mostrar ""predisposición favorable a acompañar"", aunque con una ""revisión previa"", el proyecto de ley que enviará el gobierno de Mauricio Macri para disponer la renegociación de la deuda local.<br></br>'}]","[{'name': 'lanacion.com', 'href': 'https://www.lanacion.com.ar', 'email': 'noreply@lanacionline.com.ar'}]","{'name': 'lanacion.com', 'href': 'https://www.lanacion.com.ar', 'email': 'noreply@lanacionline.com.ar'}",https://www.lanacion.com.ar,lanacion.com (noreply@lanacionline.com.ar),
9,https://www.lanacion.com.ar/sociedad/no-soy-violador-dijo-periodista-lucas-carrasco-nid2284506,True,https://www.lanacion.com.ar/sociedad/no-soy-violador-dijo-periodista-lucas-carrasco-nid2284506,"""No soy un violador"", dijo el periodista Lucas Carrasco en el juicio por dos abusos sexuales","{'type': 'text/plain', 'language': None, 'base': 'http://contenidos.lanacion.com.ar/herramientas/rss-origen=2', 'value': '""No soy un violador"", dijo el periodista Lucas Carrasco en el juicio por dos abusos sexuales'}","[{'href': 'https://www.lanacion.com.ar/sociedad/no-soy-violador-dijo-periodista-lucas-carrasco-nid2284506', 'rel': 'alternate', 'type': 'text/html'}]",2019-09-04T12:57:00-03:00,"time.struct_time(tm_year=2019, tm_mon=9, tm_mday=4, tm_hour=15, tm_min=57, tm_sec=0, tm_wday=2, tm_yday=247, tm_isdst=0)",,"{'type': 'text/plain', 'language': None, 'base': 'http://contenidos.lanacion.com.ar/herramientas/rss-origen=2', 'value': ''}","[{'type': 'application/xhtml+xml', 'language': None, 'base': 'http://contenidos.lanacion.com.ar/herramientas/rss-origen=2', 'value': 'El periodista Lucas Carrasco aseguró hoy que puede ""tratar mal a alguien o ser irrespetuoso"", pero negó haber cometido un delito. Carrasco declaró esta mañana en el juicio que se le sigue por dos casos de abuso sexual contra mujeres que accedieron a mantener relaciones con él, aunque denunciaron haber sido forzadas a prácticas no consentidas.<br></br><img src=""https://bucket1.glanacion.com/anexos/fotos/06/3092106w346.jpg""></img>'}]","[{'name': 'lanacion.com', 'href': 'https://www.lanacion.com.ar', 'email': 'noreply@lanacionline.com.ar'}]","{'name': 'lanacion.com', 'href': 'https://www.lanacion.com.ar', 'email': 'noreply@lanacionline.com.ar'}",https://www.lanacion.com.ar,lanacion.com (noreply@lanacionline.com.ar),
